Customer_ID,Age,Shade,Purchase_Date,Price_NPR,Brand
5171,21,Ash Brown,2023-09-13,750,BBlunt
5172,20,Red Wine,2024-12-10,700,Schwarzkopf
5173,24,Dark Brown,2023-03-11,550,Godrej
5174,17,Red Wine,2023-12-25,650,L’Oreal
5175,23,Burgundy,2023-09-20,650,Garnier
5176,26,Burgundy,2025-03-16,800,BBlunt
5177,20,Red Wine,2023-04-21,850,Schwarzkopf
5178,17,Mahogany,2025-01-07,900,BBlunt
5179,28,Blonde,2023-01-02,850,Godrej
5180,25,Blonde,2023-02-19,600,Streax
5181,26,Blue Black,2024-01-31,850,Streax
5182,26,Dark Brown,2024-03-24,850,Garnier
5183,27,Copper,2025-01-20,850,Streax
5184,21,Red Wine,2024-03-05,800,Streax
5185,25,Red Wine,2023-06-20,550,Godrej
5186,23,Blue Black,2024-02-28,850,L’Oreal
5187,19,Dark Brown,2024-05-19,900,Godrej
5188,17,Blonde,2024-01-23,800,Garnier
5189,27,Ash Brown,2023-12-26,900,Streax
5190,26,Mahogany,2024-07-13,650,Garnier
5191,20,Mahogany,2024-01-20,800,BBlunt
5192,27,Ash Brown,2023-04-14,850,L’Oreal
5193,17,Ash Brown,2025-04-28,700,Revlon
5194,17,Dark Brown,2024-05-05,800,BBlunt
5195,21,Blonde,2025-03-18,750,Streax
5196,26,Blue Black,2024-08-14,550,Schwarzkopf
5197,25,Ash Brown,2024-10-28,550,Godrej
5198,24,Blue Black,2025-02-15,650,Godrej
5199,28,Dark Brown,2024-12-04,800,Garnier
5200,19,Copper,2023-08-19,900,Schwarzkopf
5201,21,Burgundy,2023-06-16,900,Garnier
5202,22,Mahogany,2024-04-07,650,Schwarzkopf
5203,28,Blonde,2023-03-17,650,Garnier
5204,26,Mahogany,2025-03-29,700,Revlon
5205,21,Blonde,2025-05-16,600,Revlon
5206,23,Dark Brown,2023-02-04,650,BBlunt
5207,19,Burgundy,2023-10-29,600,Revlon
5208,27,Mahogany,2023-01-21,900,Schwarzkopf
5209,16,Burgundy,2023-11-23,600,Garnier
5210,22,Dark Brown,2023-09-25,550,Schwarzkopf
5211,18,Blonde,2023-04-18,900,BBlunt
5212,21,Ash Brown,2023-03-17,750,BBlunt
5213,17,Copper,2023-12-17,900,Streax
5214,24,Mahogany,2023-06-24,750,L’Oreal
5215,16,Burgundy,2024-01-20,800,Revlon
5216,21,Red Wine,2023-06-14,700,Godrej
5217,21,Mahogany,2025-01-19,700,Godrej
5218,20,Mahogany,2023-03-18,750,L’Oreal
5219,28,Mahogany,2024-07-14,800,Garnier
5220,20,Blue Black,2023-04-06,900,L’Oreal
5221,16,Burgundy,2023-12-13,850,Garnier
5222,25,Burgundy,2024-08-31,750,Revlon
5223,27,Mahogany,2024-09-20,900,Revlon
5224,20,Dark Brown,2024-05-09,800,BBlunt
5225,17,Dark Brown,2024-12-22,800,BBlunt
5226,22,Ash Brown,2023-02-01,800,BBlunt
5227,18,Mahogany,2024-03-17,800,BBlunt
5228,28,Blue Black,2024-10-31,550,Godrej
5229,19,Blonde,2023-06-18,900,Streax
5230,18,Blue Black,2024-09-13,550,BBlunt
5231,18,Dark Brown,2024-03-20,750,BBlunt
5232,19,Ash Brown,2023-06-10,800,BBlunt
5233,20,Dark Brown,2023-02-24,650,Garnier
5234,16,Dark Brown,2023-04-14,800,Schwarzkopf
5235,19,Dark Brown,2023-12-06,650,BBlunt
5236,27,Mahogany,2023-07-30,550,L’Oreal
5237,27,Dark Brown,2023-07-14,800,BBlunt
5238,26,Burgundy,2024-02-24,600,BBlunt
5239,23,Copper,2024-12-14,750,Godrej
5240,25,Red Wine,2024-07-21,800,Schwarzkopf
5241,22,Mahogany,2025-01-09,700,BBlunt
5242,24,Ash Brown,2025-01-17,650,Schwarzkopf
5243,20,Burgundy,2024-07-07,850,Garnier
5244,28,Blue Black,2023-09-29,850,Revlon
5245,25,Dark Brown,2024-11-07,800,Schwarzkopf
5246,19,Blonde,2023-10-16,900,Schwarzkopf
5247,23,Blonde,2023-11-01,600,BBlunt
5248,24,Copper,2023-09-01,650,Streax
5249,28,Mahogany,2023-04-09,600,BBlunt
5250,22,Blue Black,2023-02-20,850,BBlunt
5251,22,Copper,2024-02-07,750,Godrej
5252,20,Red Wine,2024-08-08,850,Streax
5253,19,Red Wine,2024-07-16,750,Revlon
5254,25,Copper,2025-05-10,750,Godrej
5255,16,Ash Brown,2024-05-17,550,Godrej
5256,25,Blonde,2023-06-07,850,Godrej
5257,25,Blue Black,2023-02-25,900,Streax
5258,22,Mahogany,2024-01-05,850,Garnier
5259,16,Dark Brown,2023-01-04,600,Revlon
5260,16,Burgundy,2024-03-13,800,Garnier
5261,20,Mahogany,2023-03-31,700,Garnier
5262,28,Mahogany,2023-10-29,700,Revlon
5263,24,Blue Black,2025-04-23,900,Garnier
5264,21,Blonde,2024-11-08,750,Streax
5265,18,Blue Black,2024-10-02,900,Revlon
5266,28,Burgundy,2024-09-06,700,Schwarzkopf
5267,18,Copper,2024-05-06,900,Schwarzkopf
5268,22,Blue Black,2023-07-24,650,BBlunt
5269,21,Ash Brown,2023-04-10,600,Godrej
5270,24,Mahogany,2023-01-27,600,Schwarzkopf
5271,21,Blonde,2023-07-31,900,Schwarzkopf
5272,20,Dark Brown,2023-06-24,600,Garnier
5273,25,Red Wine,2024-10-15,650,Revlon
5274,22,Burgundy,2023-10-26,800,L’Oreal
5275,16,Red Wine,2023-03-25,550,Garnier
5276,27,Mahogany,2024-04-29,650,Garnier
5277,22,Blue Black,2025-05-14,600,Streax
5278,18,Red Wine,2023-04-29,600,Revlon
5279,24,Ash Brown,2023-11-12,850,L’Oreal
5280,21,Blue Black,2025-03-14,600,L’Oreal
5281,24,Mahogany,2024-02-12,800,BBlunt
5282,28,Red Wine,2024-04-27,700,Garnier
5283,20,Dark Brown,2024-05-15,550,Streax
5284,22,Copper,2024-11-07,650,Godrej
5285,28,Burgundy,2023-09-29,900,Schwarzkopf
5286,19,Red Wine,2023-04-04,600,Garnier
5287,22,Dark Brown,2024-10-19,850,Godrej
5288,28,Copper,2024-07-11,850,Godrej
5289,16,Copper,2024-02-01,750,Revlon
5290,22,Red Wine,2023-07-09,550,Garnier
5291,23,Blonde,2024-01-15,850,Revlon
5292,20,Red Wine,2024-01-26,750,BBlunt
5293,17,Mahogany,2024-01-14,550,Godrej
5294,20,Copper,2023-07-11,600,L’Oreal
5295,21,Burgundy,2024-04-01,550,Godrej
5296,27,Mahogany,2023-02-15,550,BBlunt
5297,17,Ash Brown,2023-09-27,900,Godrej
5298,21,Blue Black,2024-03-26,600,Revlon
5299,21,Red Wine,2024-04-21,800,Garnier
5300,16,Blonde,2023-09-27,850,L’Oreal
5301,16,Burgundy,2023-08-20,750,Revlon
5302,26,Blonde,2025-05-07,900,Schwarzkopf
5303,25,Blonde,2023-10-03,900,Garnier
5304,18,Blonde,2024-07-31,800,L’Oreal
5305,25,Red Wine,2023-03-05,750,BBlunt
5306,25,Burgundy,2023-06-04,700,Godrej
5307,27,Burgundy,2025-02-09,850,L’Oreal
5308,18,Copper,2024-12-14,750,Streax
5309,19,Blonde,2024-11-14,750,Schwarzkopf
5310,17,Copper,2023-04-10,550,BBlunt
5311,24,Copper,2023-03-29,700,Garnier
5312,25,Blue Black,2024-11-15,600,Streax
5313,27,Red Wine,2023-12-19,600,L’Oreal
5314,26,Red Wine,2025-04-07,650,BBlunt
5315,22,Mahogany,2024-07-08,700,Garnier
5316,22,Dark Brown,2024-02-28,550,Streax
5317,21,Copper,2025-02-13,650,Streax
5318,18,Red Wine,2024-08-26,650,Revlon
5319,21,Blonde,2023-08-21,600,Godrej
5320,27,Dark Brown,2024-07-20,750,BBlunt
5321,23,Ash Brown,2023-03-04,550,Streax
5322,23,Blonde,2025-05-10,900,Revlon
5323,26,Burgundy,2024-02-01,900,Schwarzkopf
5324,28,Red Wine,2025-04-18,700,Schwarzkopf
5325,24,Dark Brown,2024-06-19,650,Garnier
5326,16,Red Wine,2024-03-04,550,Streax
5327,16,Mahogany,2024-07-02,600,Streax
5328,18,Copper,2024-12-04,650,L’Oreal
5329,18,Ash Brown,2024-05-01,650,Streax
5330,25,Red Wine,2024-08-09,800,Godrej
5331,23,Mahogany,2023-08-30,600,Garnier
5332,25,Mahogany,2024-05-02,900,BBlunt
5333,16,Ash Brown,2023-11-03,800,Streax
5334,28,Blonde,2023-03-22,600,Godrej
5335,17,Blonde,2024-02-09,600,Streax
5336,17,Blonde,2025-05-24,800,Revlon
5337,18,Blue Black,2025-01-01,900,Godrej
5338,28,Copper,2023-02-05,850,Revlon
5339,21,Dark Brown,2024-05-29,550,Garnier
5340,16,Copper,2024-08-07,550,Streax
5341,17,Blonde,2024-06-13,850,L’Oreal
5342,28,Ash Brown,2025-03-30,550,Schwarzkopf
5343,28,Blue Black,2024-08-08,750,Godrej
5344,16,Copper,2024-11-24,650,L’Oreal
5345,20,Blonde,2024-09-27,550,L’Oreal
5346,28,Blue Black,2023-05-31,750,Schwarzkopf
5347,28,Dark Brown,2023-05-04,650,Godrej
5348,22,Ash Brown,2025-02-14,550,Streax
5349,23,Blonde,2024-04-04,600,Godrej
5350,25,Dark Brown,2023-06-27,850,L’Oreal
5351,16,Burgundy,2023-06-21,700,BBlunt
5352,22,Dark Brown,2023-08-05,550,BBlunt
5353,28,Red Wine,2025-04-07,700,Godrej
5354,20,Ash Brown,2023-07-17,550,L’Oreal
5355,25,Dark Brown,2023-05-10,600,L’Oreal
5356,16,Dark Brown,2023-02-13,850,Garnier
5357,18,Mahogany,2024-03-09,900,L’Oreal
5358,22,Mahogany,2023-03-22,850,Schwarzkopf
5359,25,Dark Brown,2024-11-30,700,BBlunt
5360,16,Dark Brown,2024-03-21,750,Garnier
5361,22,Ash Brown,2023-07-26,600,Streax
5362,20,Mahogany,2025-04-22,700,Schwarzkopf
5363,16,Copper,2024-10-04,700,Streax
5364,16,Ash Brown,2023-06-01,800,BBlunt
5365,16,Burgundy,2025-05-04,800,Schwarzkopf
5366,26,Ash Brown,2024-09-01,600,Revlon
5367,24,Blonde,2023-09-22,600,Godrej
5368,26,Blonde,2023-11-24,600,Revlon
5369,28,Blue Black,2025-01-14,650,Godrej
5370,18,Mahogany,2025-04-06,750,BBlunt
5371,28,Dark Brown,2023-03-10,550,BBlunt
5372,20,Red Wine,2023-03-31,900,Revlon
5373,26,Mahogany,2024-02-02,800,Schwarzkopf
5374,25,Copper,2024-07-23,850,Streax
5375,27,Ash Brown,2024-02-11,850,Godrej
5376,24,Red Wine,2024-07-19,700,Godrej
5377,21,Red Wine,2023-11-30,800,Garnier
5378,27,Dark Brown,2025-05-27,550,L’Oreal
5379,24,Dark Brown,2023-10-10,600,Schwarzkopf
5380,23,Mahogany,2024-06-16,850,Schwarzkopf
5381,23,Red Wine,2024-04-14,800,Garnier
5382,16,Red Wine,2023-01-13,750,BBlunt
5383,28,Blonde,2025-03-16,750,Revlon
5384,24,Burgundy,2024-12-18,900,Schwarzkopf
5385,21,Dark Brown,2024-09-30,650,Godrej
5386,24,Ash Brown,2024-08-24,800,Garnier
5387,18,Mahogany,2024-06-19,600,Revlon
5388,27,Dark Brown,2025-03-11,700,Streax
5389,18,Blonde,2024-03-05,900,Revlon
5390,21,Copper,2023-04-26,900,Schwarzkopf
5391,24,Dark Brown,2024-02-29,650,L’Oreal
5392,22,Copper,2023-06-03,600,Godrej
5393,28,Blue Black,2023-06-01,900,Revlon
5394,18,Red Wine,2024-08-03,650,Streax
5395,18,Red Wine,2024-08-25,800,Godrej
5396,17,Mahogany,2024-08-19,550,Schwarzkopf
5397,24,Burgundy,2025-02-15,900,Garnier
5398,28,Burgundy,2023-04-13,850,Streax
5399,18,Mahogany,2023-04-19,800,Revlon
5400,26,Mahogany,2024-07-30,600,Streax
5401,20,Blonde,2025-03-09,700,Schwarzkopf
5402,24,Copper,2023-04-14,700,Revlon
5403,23,Mahogany,2025-03-15,600,Streax
5404,17,Copper,2023-10-20,650,Garnier
5405,18,Dark Brown,2024-07-02,750,Streax
5406,17,Dark Brown,2023-12-19,600,Godrej
5407,23,Blue Black,2024-02-25,850,Godrej
5408,21,Copper,2023-09-28,900,Revlon
5409,21,Blonde,2024-01-28,800,Schwarzkopf
5410,27,Dark Brown,2024-11-01,700,Garnier
5411,24,Red Wine,2024-05-12,550,BBlunt
5412,23,Red Wine,2024-08-08,700,Godrej
5413,19,Dark Brown,2024-09-15,750,Streax
5414,27,Dark Brown,2024-04-29,900,BBlunt
5415,19,Dark Brown,2023-02-08,700,Streax
5416,24,Copper,2023-06-26,750,Revlon
5417,16,Red Wine,2023-10-10,900,BBlunt
5418,28,Red Wine,2024-02-17,850,Schwarzkopf
5419,17,Ash Brown,2023-05-28,900,Streax
5420,17,Dark Brown,2024-09-25,600,Schwarzkopf
5421,28,Blue Black,2024-09-15,700,Streax
5422,28,Dark Brown,2024-11-28,650,BBlunt
5423,21,Blonde,2024-12-11,800,Schwarzkopf
5424,19,Blonde,2024-02-16,650,Godrej
5425,28,Red Wine,2023-02-09,800,Revlon
5426,26,Dark Brown,2024-02-10,700,BBlunt
5427,25,Burgundy,2023-12-06,850,Streax
5428,28,Blonde,2024-12-08,700,Godrej
5429,18,Dark Brown,2023-09-01,800,Streax
5430,18,Blue Black,2023-02-20,850,BBlunt
5431,18,Mahogany,2025-02-02,550,Streax
5432,21,Dark Brown,2024-05-01,850,Godrej
5433,23,Blue Black,2023-10-03,700,Schwarzkopf
5434,26,Red Wine,2024-01-17,550,Schwarzkopf
5435,22,Red Wine,2023-01-21,550,Revlon
5436,19,Ash Brown,2023-12-12,800,Streax
5437,26,Copper,2025-04-17,550,Schwarzkopf
5438,27,Blonde,2025-03-23,550,Garnier
5439,19,Copper,2023-11-07,600,Godrej
5440,26,Dark Brown,2023-11-15,850,Godrej
5441,25,Copper,2023-10-15,900,BBlunt
5442,26,Blonde,2025-05-13,650,Revlon
5443,26,Blonde,2024-05-18,550,L’Oreal
5444,26,Dark Brown,2025-05-28,900,Schwarzkopf
5445,17,Red Wine,2024-12-13,650,L’Oreal
5446,16,Blonde,2024-12-02,900,Garnier
5447,24,Burgundy,2023-04-11,550,Revlon
5448,27,Burgundy,2023-08-22,650,Godrej
5449,27,Mahogany,2023-05-18,700,L’Oreal
5450,17,Blonde,2023-11-04,700,Garnier
5451,28,Ash Brown,2025-01-31,650,Revlon
5452,23,Mahogany,2024-03-29,850,Garnier
5453,24,Red Wine,2025-03-03,550,Schwarzkopf
5454,19,Blonde,2025-04-25,600,L’Oreal
5455,23,Burgundy,2023-11-25,900,BBlunt
5456,24,Ash Brown,2023-10-03,850,BBlunt
5457,25,Dark Brown,2025-01-16,650,Revlon
5458,25,Mahogany,2024-03-02,850,Garnier
5459,20,Ash Brown,2024-09-11,900,Godrej
5460,28,Blonde,2024-10-23,750,L’Oreal
5461,22,Blue Black,2023-04-02,600,BBlunt
5462,25,Ash Brown,2023-07-12,900,BBlunt
5463,19,Ash Brown,2024-03-28,750,Garnier
5464,16,Red Wine,2023-08-05,900,BBlunt
5465,18,Burgundy,2025-04-23,900,Streax
5466,20,Dark Brown,2024-02-21,650,Garnier
5467,18,Blonde,2025-01-28,550,L’Oreal
5468,27,Ash Brown,2024-05-11,850,Garnier
5469,28,Blonde,2025-02-16,850,BBlunt
5470,26,Burgundy,2024-06-12,750,Garnier
5471,22,Red Wine,2024-01-18,850,BBlunt
5472,27,Blonde,2025-04-20,650,Schwarzkopf
5473,24,Copper,2023-02-27,600,Revlon
5474,27,Burgundy,2024-06-11,550,BBlunt
5475,21,Burgundy,2025-03-21,750,Streax
5476,28,Dark Brown,2023-06-12,850,Streax
5477,25,Mahogany,2023-03-09,650,Streax
5478,16,Red Wine,2023-11-15,550,Streax
5479,22,Red Wine,2024-12-27,550,BBlunt
5480,18,Dark Brown,2024-06-02,700,BBlunt
5481,20,Copper,2024-02-18,550,Revlon
5482,25,Blonde,2023-05-19,900,Schwarzkopf
5483,19,Blue Black,2025-03-10,650,Godrej
5484,25,Copper,2025-05-21,600,BBlunt
5485,20,Mahogany,2024-06-20,800,Godrej
5486,20,Red Wine,2024-08-05,700,L’Oreal
5487,21,Burgundy,2023-01-30,650,Schwarzkopf
5488,25,Red Wine,2023-06-27,650,Garnier
5489,27,Copper,2023-07-17,650,Godrej
5490,25,Blue Black,2025-05-02,750,Streax
5491,28,Ash Brown,2023-07-25,850,Schwarzkopf
5492,28,Ash Brown,2025-05-07,750,L’Oreal
5493,26,Dark Brown,2023-03-01,900,Schwarzkopf
5494,21,Red Wine,2023-09-13,600,Garnier
5495,23,Red Wine,2023-02-03,900,BBlunt
5496,23,Mahogany,2024-04-12,650,BBlunt
5497,26,Red Wine,2023-02-21,850,Streax
5498,24,Blue Black,2024-01-05,900,BBlunt
5499,23,Red Wine,2024-12-22,750,Revlon
5500,28,Blonde,2023-07-23,750,Revlon
5501,26,Copper,2023-10-08,750,Revlon
5502,17,Dark Brown,2024-01-13,600,Streax
5503,27,Blue Black,2025-04-23,600,Revlon
5504,25,Mahogany,2024-04-20,650,L’Oreal
5505,27,Blonde,2024-06-01,700,Streax
5506,26,Blonde,2024-02-11,900,Schwarzkopf
5507,16,Copper,2024-10-12,650,L’Oreal
5508,25,Ash Brown,2023-05-07,750,BBlunt
5509,17,Blue Black,2024-11-28,800,Garnier
5510,17,Copper,2023-02-01,900,Revlon
5511,27,Blonde,2023-09-05,850,Schwarzkopf
5512,18,Mahogany,2024-01-17,750,Garnier
5513,25,Copper,2024-05-15,550,Streax
5514,22,Ash Brown,2024-08-31,800,Streax
5515,17,Blonde,2024-04-01,800,L’Oreal
5516,16,Copper,2023-07-01,850,Revlon
5517,21,Blue Black,2024-04-30,650,Streax
5518,24,Ash Brown,2024-08-23,750,L’Oreal
5519,18,Blue Black,2024-07-18,750,L’Oreal
5520,21,Blue Black,2023-12-25,700,Godrej
5521,18,Blue Black,2023-12-19,550,Schwarzkopf
5522,28,Copper,2023-06-17,650,L’Oreal
5523,16,Ash Brown,2025-05-07,600,BBlunt
5524,28,Copper,2023-09-22,650,Streax
5525,27,Copper,2025-02-05,900,L’Oreal
5526,20,Copper,2025-04-30,900,Revlon
5527,25,Blonde,2024-12-06,800,Streax
5528,28,Red Wine,2023-04-03,650,Streax
5529,26,Burgundy,2023-10-19,700,BBlunt
5530,19,Blonde,2023-01-29,650,L’Oreal
5531,22,Ash Brown,2024-01-31,700,BBlunt
5532,21,Burgundy,2023-02-20,800,L’Oreal
5533,25,Burgundy,2023-06-16,700,Schwarzkopf
5534,22,Burgundy,2025-05-24,850,BBlunt
5535,20,Red Wine,2024-08-08,850,Garnier
5536,19,Copper,2025-03-09,900,Godrej
5537,22,Dark Brown,2023-08-08,750,BBlunt
5538,22,Mahogany,2025-05-27,600,Revlon
5539,21,Ash Brown,2023-08-15,800,Godrej
5540,23,Dark Brown,2024-10-24,900,Godrej
5541,19,Red Wine,2023-08-19,700,L’Oreal
5542,25,Red Wine,2024-11-24,550,BBlunt
5543,20,Mahogany,2023-07-31,800,Schwarzkopf
5544,19,Burgundy,2023-10-03,550,Streax
5545,27,Copper,2024-10-29,600,Godrej
5546,16,Mahogany,2024-02-24,700,Revlon
5547,27,Dark Brown,2024-06-09,800,Schwarzkopf
5548,23,Dark Brown,2023-01-21,800,Schwarzkopf
5549,16,Mahogany,2025-03-10,600,Revlon
5550,20,Red Wine,2025-02-24,750,Streax
5551,21,Ash Brown,2024-11-29,550,Revlon
5552,21,Blue Black,2023-01-10,800,L’Oreal
5553,28,Copper,2024-04-30,650,Garnier
5554,20,Dark Brown,2023-05-16,550,Streax
5555,18,Dark Brown,2024-10-24,900,BBlunt
5556,20,Mahogany,2023-06-27,700,Godrej
5557,27,Copper,2024-09-07,600,BBlunt
5558,23,Mahogany,2025-03-31,900,Schwarzkopf
5559,17,Burgundy,2023-01-09,550,Godrej
5560,21,Copper,2023-08-18,650,Streax
5561,24,Burgundy,2023-09-16,850,L’Oreal
5562,23,Dark Brown,2024-09-14,650,BBlunt
5563,26,Red Wine,2025-04-04,900,L’Oreal
5564,23,Burgundy,2023-11-09,600,L’Oreal
5565,23,Copper,2024-12-30,900,Streax
5566,28,Blonde,2024-12-27,600,BBlunt
5567,22,Copper,2024-10-20,850,BBlunt
5568,23,Mahogany,2023-10-09,550,Streax
5569,28,Burgundy,2024-03-09,700,Streax
5570,21,Ash Brown,2024-01-21,750,Godrej
5571,17,Blonde,2025-05-22,650,Schwarzkopf
5572,17,Red Wine,2023-12-24,600,Schwarzkopf
5573,23,Blue Black,2024-04-15,750,Streax
5574,26,Mahogany,2023-09-16,900,Revlon
5575,16,Mahogany,2023-08-12,750,L’Oreal
5576,21,Ash Brown,2024-04-22,750,Schwarzkopf
5577,28,Blue Black,2023-11-06,700,Garnier
5578,21,Dark Brown,2024-11-24,600,Streax
5579,26,Blue Black,2024-06-17,900,Streax
5580,19,Red Wine,2025-04-24,650,Godrej
5581,27,Red Wine,2024-09-30,600,Streax
5582,26,Blonde,2024-02-11,550,Godrej
5583,28,Dark Brown,2024-08-21,900,Revlon
5584,26,Mahogany,2023-04-15,650,Revlon
5585,28,Burgundy,2023-01-08,900,Streax
5586,25,Red Wine,2024-06-07,600,L’Oreal
5587,18,Ash Brown,2024-11-09,650,Godrej
5588,28,Ash Brown,2025-05-13,550,Godrej
5589,26,Ash Brown,2025-05-09,800,Garnier
5590,18,Copper,2024-01-19,650,L’Oreal
5591,28,Dark Brown,2024-07-28,800,L’Oreal
5592,28,Dark Brown,2024-10-24,750,Schwarzkopf
5593,16,Red Wine,2024-08-31,850,Revlon
5594,18,Red Wine,2024-09-15,900,Schwarzkopf
5595,19,Ash Brown,2023-10-17,700,L’Oreal
5596,26,Dark Brown,2023-11-02,550,Streax
5597,26,Dark Brown,2024-12-01,650,Garnier
5598,20,Red Wine,2023-04-21,550,Streax
5599,18,Copper,2024-05-08,750,Streax
5600,21,Burgundy,2023-03-07,800,L’Oreal
5601,26,Burgundy,2023-12-11,700,Schwarzkopf
5602,27,Blonde,2023-10-11,550,BBlunt
5603,20,Dark Brown,2024-10-17,800,Streax
5604,18,Mahogany,2023-11-29,750,Streax
5605,21,Burgundy,2025-06-01,750,BBlunt
5606,21,Blonde,2023-10-11,750,Garnier
5607,23,Blue Black,2023-09-25,900,Revlon
5608,17,Mahogany,2024-11-02,850,Godrej
5609,16,Dark Brown,2024-12-29,900,L’Oreal
5610,19,Burgundy,2024-10-29,800,Schwarzkopf
5611,22,Copper,2023-11-02,650,Revlon
5612,26,Blue Black,2023-07-12,600,Schwarzkopf
5613,25,Blonde,2023-06-03,550,Revlon
5614,18,Burgundy,2024-06-13,850,L’Oreal
5615,18,Dark Brown,2025-02-22,600,Godrej
5616,20,Burgundy,2023-09-04,750,L’Oreal
5617,20,Red Wine,2023-02-28,600,Godrej
5618,28,Blue Black,2025-04-04,800,Schwarzkopf
5619,25,Burgundy,2025-05-27,900,Garnier
5620,18,Ash Brown,2025-04-01,750,Godrej
5621,24,Copper,2025-04-09,900,Revlon
5622,19,Red Wine,2024-09-06,850,Garnier
5623,28,Red Wine,2024-02-18,750,Schwarzkopf
5624,28,Burgundy,2024-11-07,700,BBlunt
5625,18,Copper,2023-11-24,700,Garnier
5626,26,Red Wine,2024-11-28,850,Godrej
5627,17,Mahogany,2023-05-24,800,Garnier
5628,25,Blue Black,2025-01-08,800,Schwarzkopf
5629,28,Mahogany,2023-01-27,600,Garnier
5630,26,Blonde,2024-11-02,850,Schwarzkopf
5631,24,Mahogany,2024-05-24,900,BBlunt
5632,19,Copper,2023-10-30,550,Godrej
5633,18,Ash Brown,2023-09-23,850,Streax
5634,22,Red Wine,2024-03-04,600,Revlon
5635,23,Copper,2024-02-19,800,Garnier
5636,26,Red Wine,2024-02-02,550,Streax
5637,17,Dark Brown,2025-01-24,850,L’Oreal
5638,22,Ash Brown,2023-02-06,600,Revlon
5639,27,Red Wine,2024-08-20,650,Garnier
5640,20,Mahogany,2024-12-26,900,Revlon
5641,26,Dark Brown,2024-08-08,650,Streax
5642,20,Dark Brown,2025-04-15,900,L’Oreal
5643,18,Blonde,2023-07-14,550,Revlon
5644,20,Dark Brown,2023-12-18,700,Streax
5645,27,Dark Brown,2025-01-13,900,Revlon
5646,17,Burgundy,2024-12-31,550,L’Oreal
5647,19,Ash Brown,2023-08-16,600,L’Oreal
5648,21,Mahogany,2024-12-03,750,L’Oreal
5649,16,Copper,2024-07-01,650,BBlunt
5650,25,Mahogany,2024-10-15,750,Schwarzkopf
5651,19,Mahogany,2025-03-14,650,Schwarzkopf
5652,21,Burgundy,2024-05-02,600,Streax
5653,24,Blue Black,2024-11-18,650,L’Oreal
5654,26,Red Wine,2024-01-03,550,Streax
5655,26,Red Wine,2024-06-03,750,Schwarzkopf
5656,28,Copper,2023-11-04,800,Revlon
5657,17,Dark Brown,2025-05-15,750,L’Oreal
5658,26,Blonde,2023-06-24,600,Garnier
5659,22,Copper,2025-05-10,800,L’Oreal
5660,21,Blue Black,2024-11-04,750,L’Oreal
5661,17,Red Wine,2024-07-25,900,Schwarzkopf
5662,23,Blonde,2023-07-05,850,Streax
5663,22,Copper,2023-10-28,900,Godrej
5664,26,Blonde,2023-04-10,600,Revlon
5665,20,Mahogany,2024-04-27,850,Schwarzkopf
5666,27,Ash Brown,2023-05-12,700,Streax
5667,20,Mahogany,2025-01-28,550,Streax
5668,22,Burgundy,2023-09-22,900,Revlon
5669,24,Dark Brown,2025-01-12,650,Streax
5670,26,Red Wine,2025-04-07,850,Garnier
5671,24,Blonde,2024-07-26,650,BBlunt
5672,24,Copper,2025-02-20,650,Godrej
5673,21,Dark Brown,2023-07-07,700,Garnier
5674,25,Ash Brown,2024-11-27,550,Garnier
5675,21,Copper,2023-12-10,750,Revlon
5676,18,Red Wine,2024-11-01,850,Godrej
5677,16,Blonde,2023-04-02,750,Revlon
5678,22,Blonde,2023-08-16,900,BBlunt
5679,19,Mahogany,2023-12-30,550,Streax
5680,16,Ash Brown,2023-08-17,800,Revlon
5681,23,Ash Brown,2025-02-01,550,L’Oreal
5682,27,Red Wine,2023-11-11,650,Revlon
5683,21,Blonde,2024-03-06,750,Streax
5684,21,Dark Brown,2025-03-18,550,L’Oreal
5685,17,Ash Brown,2023-12-06,750,Garnier
5686,16,Ash Brown,2024-01-16,550,BBlunt
5687,28,Copper,2023-09-24,600,Streax
5688,17,Red Wine,2024-08-22,900,Schwarzkopf
5689,19,Mahogany,2023-10-29,850,L’Oreal
5690,17,Copper,2024-04-19,650,BBlunt
5691,16,Copper,2025-05-21,550,Revlon
5692,22,Blue Black,2023-05-01,700,Schwarzkopf
5693,26,Burgundy,2024-04-26,550,Revlon
5694,26,Blue Black,2023-02-24,600,Streax
5695,27,Ash Brown,2024-10-11,900,Garnier
5696,23,Blonde,2024-08-20,700,Streax
5697,21,Burgundy,2024-08-17,700,Streax
5698,19,Burgundy,2024-09-27,900,Streax
5699,21,Blonde,2023-03-14,550,Revlon
5700,18,Burgundy,2024-04-28,600,L’Oreal
5701,27,Blonde,2023-07-19,700,Garnier
5702,23,Burgundy,2024-05-27,850,BBlunt
5703,25,Copper,2023-05-03,650,Garnier
5704,28,Dark Brown,2024-11-28,800,BBlunt
5705,28,Red Wine,2024-01-26,650,Godrej
5706,17,Red Wine,2024-06-26,750,L’Oreal
5707,20,Blue Black,2023-11-02,750,L’Oreal
5708,16,Copper,2024-02-28,600,BBlunt
5709,21,Burgundy,2023-02-25,700,Revlon
5710,17,Mahogany,2025-05-24,650,Schwarzkopf
5711,19,Blonde,2023-06-04,650,Revlon
5712,21,Copper,2023-05-21,800,Godrej
5713,25,Burgundy,2023-07-25,600,BBlunt
5714,26,Red Wine,2023-12-17,850,Godrej
